age,work-class,occupation,sex,hours-pw,income-level
28, Private, Prof-specialty, Male,55, >50K
46, Private, Prof-specialty, Male,50, >50K
40, Private, Craft-repair, Male,40, <=50K
24, Private, Machine-op-inspct, Male,50, <=50K
50, Private, Other-service, Male,8, <=50K
35, Private, Exec-managerial, Male,40, <=50K
33, Local-gov, Prof-specialty, Female,46, <=50K
54, Federal-gov, Exec-managerial, Male,40, <=50K
35, Local-gov, Transport-moving, Male,45, <=50K
31, Local-gov, Protective-serv, Male,40, >50K
47, Self-emp-inc, Farming-fishing, Male,40, <=50K
48, Private, Sales, Female,20, <=50K
33, Local-gov, Adm-clerical, Male,55, <=50K
35, Private, Exec-managerial, Male,40, >50K
36, Private, Machine-op-inspct, Male,40, <=50K
30, Private, Exec-managerial, Female,55, <=50K
39, Private, Craft-repair, Male,55, >50K
25, Private, Handlers-cleaners, Male,40, <=50K
40, Private, Other-service, Female,35, <=50K
25, Self-emp-inc, Exec-managerial, Male,40, <=50K
33, Private, Machine-op-inspct, Female,40, <=50K
53, Federal-gov, Handlers-cleaners, Male,40, <=50K
18, Private, Other-service, Male,10, <=50K
41, Private, Machine-op-inspct, Male,40, <=50K
25, Private, Prof-specialty, Male,50, <=50K
66, Self-emp-not-inc, Farming-fishing, Male,50, <=50K
53, Private, Adm-clerical, Female,40, <=50K
27, Private, Craft-repair, Male,40, <=50K
28, Private, Sales, Female,40, <=50K
23, Private, Handlers-cleaners, Male,40, <=50K
29, Self-emp-not-inc, Craft-repair, Male,80, <=50K
26, Private, Exec-managerial, Female,40, <=50K
26, Private, Handlers-cleaners, Male,42, <=50K
26, Private, Other-service, Male,35, <=50K
38, Private, Craft-repair, Male,40, <=50K
36, Private, Craft-repair, Male,40, <=50K
34, Private, Craft-repair, Male,45, >50K
32, Federal-gov, Adm-clerical, Male,40, <=50K
57, Self-emp-not-inc, Craft-repair, Male,50, >50K
31, Private, Adm-clerical, Female,40, <=50K
38, Private, Exec-managerial, Female,38, <=50K
39, Private, Other-service, Female,40, <=50K
35, Private, Craft-repair, Male,40, <=50K
18, Private, Other-service, Female,20, <=50K
28, Private, Other-service, Male,40, <=50K
41, Self-emp-not-inc, Exec-managerial, Female,55, <=50K
39, Federal-gov, Machine-op-inspct, Male,40, >50K
31, Federal-gov, Tech-support, Male,40, <=50K
38, State-gov, Adm-clerical, Female,38, <=50K
43, State-gov, Exec-managerial, Female,38, <=50K
27, Private, Craft-repair, Male,40, <=50K
42, Private, Prof-specialty, Male,55, >50K
46, Private, Prof-specialty, Female,36, <=50K
20, Private, Adm-clerical, Female,40, <=50K
42, Private, Prof-specialty, Female,20, <=50K
69, Private, Exec-managerial, Female,40, <=50K
47, Federal-gov, Adm-clerical, Female,35, <=50K
49, State-gov, Craft-repair, Male,40, <=50K
20, Private, Exec-managerial, Female,30, <=50K
52, Private, Sales, Female,15, <=50K
33, Private, Other-service, Male,59, <=50K
18, Private, Other-service, Female,6, <=50K
55, Self-emp-not-inc, Farming-fishing, Female,55, <=50K
61, Private, Farming-fishing, Male,40, <=50K
61, Federal-gov, Adm-clerical, Male,40, >50K
39, Private, Exec-managerial, Male,45, >50K
30, Private, Craft-repair, Male,40, <=50K
61, Private, Adm-clerical, Female,40, <=50K
36, Private, Sales, Female,15, <=50K
34, Private, Craft-repair, Male,50, <=50K
53, Private, Prof-specialty, Male,40, >50K
38, Private, Tech-support, Female,36, >50K
46, Private, Exec-managerial, Male,50, >50K
27, Local-gov, Handlers-cleaners, Male,40, <=50K
32, Self-emp-not-inc, Handlers-cleaners, Female,40, <=50K
60, Local-gov, Prof-specialty, Female,60, >50K
23, Private, Exec-managerial, Male,40, <=50K
29, Private, Prof-specialty, Female,50, >50K
22, Private, Craft-repair, Male,50, <=50K
25, Private, Sales, Male,35, <=50K
29, Private, Machine-op-inspct, Male,48, <=50K
90, Federal-gov, Craft-repair, Male,30, <=50K
37, Local-gov, Adm-clerical, Female,40, <=50K
32, Private, Craft-repair, Male,38, <=50K
18, Private, Other-service, Male,40, <=50K
35, Private, Other-service, Female,65, <=50K
50, Private, Craft-repair, Male,40, <=50K
54, Private, Craft-repair, Male,40, >50K
43, Private, Exec-managerial, Male,45, >50K
28, Self-emp-inc, Exec-managerial, Male,65, >50K
51, Private, Farming-fishing, Male,40, <=50K
31, Private, Craft-repair, Male,42, <=50K
69, Private, Transport-moving, Female,40, <=50K
57, Private, Exec-managerial, Male,40, >50K
28, Private, Machine-op-inspct, Female,40, <=50K
25, Private, Handlers-cleaners, Male,95, <=50K
49, Self-emp-not-inc, Craft-repair, Male,30, <=50K
52, Private, Handlers-cleaners, Male,40, <=50K
23, Private, Prof-specialty, Male,40, <=50K
32, Private, Craft-repair, Male,40, <=50K
31, Private, Sales, Female,50, <=50K
30, Private, Craft-repair, Male,50, <=50K
24, Private, Craft-repair, Male,60, <=50K
45, Private, Craft-repair, Male,66, <=50K
30, Private, Machine-op-inspct, Male,40, <=50K
52, Private, Exec-managerial, Male,55, >50K
42, State-gov, Adm-clerical, Female,25, <=50K
49, Private, Farming-fishing, Male,40, <=50K
20, Private, Other-service, Male,30, <=50K
25, Private, Adm-clerical, Female,40, <=50K
41, Private, Other-service, Male,55, <=50K
55, Private, Sales, Female,40, <=50K
31, Self-emp-not-inc, Exec-managerial, Male,50, <=50K
25, State-gov, Protective-serv, Female,40, <=50K
32, Private, Exec-managerial, Male,40, <=50K
29, Federal-gov, Adm-clerical, Male,40, <=50K
37, Private, Other-service, Female,40, <=50K
52, Private, Other-service, Female,40, <=50K
19, Private, Adm-clerical, Female,15, <=50K
43, Private, Craft-repair, Male,40, <=50K
39, State-gov, Adm-clerical, Male,40, <=50K
40, Self-emp-inc, Transport-moving, Male,40, >50K
54, Private, Priv-house-serv, Female,40, <=50K
35, Private, Sales, Male,40, <=50K
34, Private, Tech-support, Female,40, <=50K
35, Private, Prof-specialty, Male,40, >50K
57, Private, Prof-specialty, Male,40, >50K
26, Private, Other-service, Female,40, <=50K
55, Self-emp-not-inc, Sales, Female,15, <=50K
51, Private, Adm-clerical, Female,40, <=50K
35, Private, Transport-moving, Male,30, <=50K
31, Private, Handlers-cleaners, Male,40, <=50K
17, Private, Adm-clerical, Female,8, <=50K
38, Private, Machine-op-inspct, Female,40, <=50K
39, Federal-gov, Prof-specialty, Male,50, >50K
29, Private, Craft-repair, Male,45, <=50K
39, Private, Sales, Female,40, <=50K
42, Private, Prof-specialty, Male,40, >50K
46, Local-gov, Exec-managerial, Male,50, >50K
73, Private, Handlers-cleaners, Male,25, <=50K
47, Local-gov, Prof-specialty, Female,40, <=50K
28, Private, Sales, Female,70, <=50K
27, Private, Sales, Male,40, <=50K
38, Private, Exec-managerial, Male,40, >50K
19, Private, Sales, Male,35, <=50K
60, Local-gov, Prof-specialty, Male,40, >50K
24, Private, Machine-op-inspct, Male,40, <=50K
52, Private, Machine-op-inspct, Male,40, <=50K
36, Private, Exec-managerial, Female,45, <=50K
26, Local-gov, Prof-specialty, Female,40, <=50K
28, State-gov, Prof-specialty, Male,16, <=50K
38, Self-emp-inc, Craft-repair, Male,50, >50K
47, Private, Exec-managerial, Male,50, >50K
50, Private, Exec-managerial, Female,40, >50K
27, Private, Sales, Male,40, <=50K
47, Private, Prof-specialty, Female,40, <=50K
36, Private, Machine-op-inspct, Female,40, <=50K
49, Private, Machine-op-inspct, Male,40, <=50K
63, Private, Exec-managerial, Female,40, <=50K
36, Private, Transport-moving, Male,70, >50K
42, Private, Adm-clerical, Female,35, <=50K
28, Private, Exec-managerial, Female,45, <=50K
38, Private, Adm-clerical, Female,22, <=50K
43, Private, Prof-specialty, Male,40, >50K
49, Private, Prof-specialty, Male,40, >50K
59, Private, Machine-op-inspct, Female,40, <=50K
25, Private, Sales, Male,40, >50K
26, Private, Prof-specialty, Female,36, <=50K
59, Private, Prof-specialty, Female,48, <=50K
34, Private, Craft-repair, Male,45, <=50K
34, Private, Prof-specialty, Male,43, >50K
67, Private, Other-service, Female,24, <=50K
45, Private, Exec-managerial, Female,44, <=50K
64, Private, Craft-repair, Male,40, <=50K
51, Private, Prof-specialty, Male,38, >50K
31, Private, Sales, Male,55, >50K
42, Self-emp-inc, Exec-managerial, Male,45, >50K
65, Private, Other-service, Male,40, <=50K
23, Private, Adm-clerical, Male,20, <=50K
31, Private, Craft-repair, Male,45, <=50K
33, Private, Machine-op-inspct, Female,40, <=50K
17, Local-gov, Craft-repair, Male,35, <=50K
63, Private, Handlers-cleaners, Male,46, <=50K
48, Private, Machine-op-inspct, Male,60, >50K
45, Local-gov, Handlers-cleaners, Male,40, <=50K
17, Private, Handlers-cleaners, Male,10, <=50K
26, Local-gov, Craft-repair, Male,40, <=50K
38, Federal-gov, Tech-support, Female,40, <=50K
29, Private, Exec-managerial, Female,40, <=50K
44, Private, Adm-clerical, Female,32, <=50K
43, Federal-gov, Craft-repair, Male,40, <=50K
39, State-gov, Exec-managerial, Male,40, <=50K
43, Private, Other-service, Male,40, <=50K
23, Private, Adm-clerical, Female,45, <=50K
19, Private, Other-service, Female,40, <=50K
49, Self-emp-not-inc, Craft-repair, Male,40, <=50K
52, Private, Craft-repair, Male,40, <=50K
32, Private, Transport-moving, Male,50, <=50K
38, Private, Transport-moving, Male,40, <=50K
44, Private, Handlers-cleaners, Male,40, <=50K
63, Private, Sales, Male,40, <=50K
42, Local-gov, Other-service, Female,60, <=50K
21, Private, Sales, Male,40, <=50K
32, Private, Craft-repair, Male,40, <=50K
24, Self-emp-not-inc, Other-service, Female,50, <=50K
50, State-gov, Transport-moving, Male,40, <=50K
26, Self-emp-inc, Sales, Male,80, >50K
35, Private, Exec-managerial, Male,35, <=50K
31, Private, Craft-repair, Male,44, >50K
24, Private, Farming-fishing, Male,66, <=50K
40, Private, Craft-repair, Male,56, <=50K
31, Private, Exec-managerial, Male,55, <=50K
43, Private, Handlers-cleaners, Male,40, <=50K
44, Private, Sales, Male,35, >50K
40, Private, Prof-specialty, Female,40, <=50K
52, Local-gov, Protective-serv, Male,42, <=50K
51, Self-emp-not-inc, Craft-repair, Male,40, <=50K
39, State-gov, Prof-specialty, Male,40, <=50K
40, Private, Sales, Male,50, >50K
40, Self-emp-not-inc, Machine-op-inspct, Male,35, <=50K
33, Private, Craft-repair, Male,40, <=50K
38, Local-gov, Protective-serv, Male,60, >50K
29, Private, Handlers-cleaners, Male,50, <=50K
37, Private, Adm-clerical, Female,37, <=50K
37, Private, Craft-repair, Male,45, >50K
19, Private, Machine-op-inspct, Male,40, <=50K
46, Local-gov, Machine-op-inspct, Male,40, <=50K
46, Private, Exec-managerial, Male,40, >50K
37, Private, Protective-serv, Male,30, <=50K
34, Private, Adm-clerical, Female,40, <=50K
38, Private, Adm-clerical, Female,43, <=50K
26, Private, Craft-repair, Male,40, <=50K
34, Private, Other-service, Female,35, <=50K
57, Private, Prof-specialty, Male,40, <=50K
33, Private, Craft-repair, Male,65, <=50K
26, Local-gov, Protective-serv, Male,40, <=50K
20, Private, Sales, Female,84, <=50K
38, Private, Prof-specialty, Male,60, >50K
61, Private, Other-service, Male,6, <=50K
36, Self-emp-not-inc, Prof-specialty, Male,45, >50K
17, Private, Craft-repair, Male,16, <=50K
40, Private, Machine-op-inspct, Male,40, >50K
18, Private, Other-service, Male,16, <=50K
21, Private, Sales, Female,32, <=50K
41, Private, Other-service, Male,40, <=50K
46, Private, Machine-op-inspct, Female,40, <=50K
55, Federal-gov, Exec-managerial, Male,40, <=50K
27, Private, Sales, Male,52, <=50K
39, Private, Other-service, Male,42, <=50K
36, Private, Transport-moving, Male,48, <=50K
51, Private, Transport-moving, Male,40, <=50K
27, Private, Sales, Male,40, <=50K
30, Local-gov, Prof-specialty, Male,40, >50K
42, Private, Sales, Male,47, <=50K
23, Private, Other-service, Female,20, <=50K
56, Private, Exec-managerial, Male,40, >50K
41, Self-emp-not-inc, Craft-repair, Male,50, <=50K
49, Private, Craft-repair, Male,46, <=50K
46, Federal-gov, Craft-repair, Female,60, <=50K
54, Private, Craft-repair, Male,40, <=50K
38, Private, Transport-moving, Male,43, >50K
45, Self-emp-not-inc, Prof-specialty, Male,50, >50K
50, Self-emp-not-inc, Prof-specialty, Male,30, >50K
22, Private, Sales, Female,40, <=50K
31, Private, Farming-fishing, Male,40, <=50K
27, Private, Other-service, Male,30, <=50K
34, Private, Craft-repair, Male,40, <=50K
46, Private, Transport-moving, Male,30, <=50K
47, Private, Sales, Male,60, >50K
36, State-gov, Other-service, Male,40, <=50K
22, Private, Handlers-cleaners, Male,40, <=50K
51, Private, Sales, Male,45, <=50K
43, Private, Other-service, Male,30, <=50K
54, Private, Prof-specialty, Male,50, <=50K
24, Private, Machine-op-inspct, Female,40, <=50K
29, Private, Prof-specialty, Male,55, <=50K
40, State-gov, Adm-clerical, Female,38, <=50K
18, Private, Other-service, Male,20, <=50K
31, Private, Adm-clerical, Male,50, <=50K
57, Private, Tech-support, Male,40, >50K
32, Private, Adm-clerical, Female,40, <=50K
48, Private, Exec-managerial, Male,40, >50K
24, Private, Craft-repair, Male,35, <=50K
24, Private, Other-service, Female,22, <=50K
24, Private, Craft-repair, Male,40, <=50K
49, Local-gov, Prof-specialty, Female,30, >50K
27, Self-emp-not-inc, Farming-fishing, Male,70, <=50K
37, Private, Tech-support, Female,40, <=50K
33, Private, Craft-repair, Male,60, >50K
19, Private, Sales, Male,25, <=50K
45, Private, Exec-managerial, Female,40, >50K
54, Local-gov, Prof-specialty, Female,40, <=50K
47, Private, Craft-repair, Male,40, <=50K
22, Private, Sales, Female,22, <=50K
20, Private, Other-service, Male,40, <=50K
36, Private, Handlers-cleaners, Male,40, <=50K
58, Self-emp-not-inc, Transport-moving, Male,40, >50K
34, Self-emp-inc, Sales, Female,40, <=50K
36, Private, Prof-specialty, Female,44, >50K
28, Local-gov, Adm-clerical, Female,60, <=50K
38, Local-gov, Exec-managerial, Male,40, <=50K
32, Private, Craft-repair, Male,40, <=50K
35, Self-emp-inc, Exec-managerial, Male,60, <=50K
51, Self-emp-inc, Sales, Male,60, <=50K
33, Private, Exec-managerial, Male,45, <=50K
71, Private, Prof-specialty, Female,15, <=50K
48, Private, Prof-specialty, Male,40, >50K
53, Self-emp-not-inc, Sales, Male,50, <=50K
40, Private, Adm-clerical, Male,40, >50K
64, Self-emp-not-inc, Sales, Male,5, <=50K
42, Federal-gov, Adm-clerical, Male,48, >50K
25, Private, Craft-repair, Male,40, >50K
66, Private, Sales, Female,50, >50K
59, Federal-gov, Prof-specialty, Female,40, >50K
42, Self-emp-not-inc, Exec-managerial, Male,55, >50K
24, Private, Farming-fishing, Male,40, <=50K
19, Private, Handlers-cleaners, Female,25, <=50K
26, Private, Sales, Female,24, <=50K
22, Private, Other-service, Male,30, <=50K
33, Private, Sales, Male,40, <=50K
63, Private, Farming-fishing, Male,12, <=50K
20, Private, Handlers-cleaners, Male,30, <=50K
33, Private, Craft-repair, Male,40, <=50K
56, Private, Craft-repair, Male,40, <=50K
70, Self-emp-not-inc, Farming-fishing, Male,24, >50K
42, Private, Tech-support, Male,40, >50K
25, Local-gov, Prof-specialty, Female,40, <=50K
28, Private, Machine-op-inspct, Male,40, >50K
80, Self-emp-not-inc, Other-service, Male,40, <=50K
36, Private, Transport-moving, Female,40, <=50K
37, Private, Exec-managerial, Male,40, >50K
38, Private, Adm-clerical, Male,60, >50K
52, State-gov, Other-service, Female,35, <=50K
49, Private, Adm-clerical, Female,40, <=50K
30, Private, Transport-moving, Male,40, <=50K
36, Private, Sales, Male,50, >50K
70, Self-emp-inc, Prof-specialty, Male,35, >50K
55, Private, Farming-fishing, Male,62, >50K
25, Private, Exec-managerial, Female,40, <=50K
59, Private, Machine-op-inspct, Female,40, >50K
22, Private, Craft-repair, Male,40, <=50K
41, Local-gov, Craft-repair, Male,50, <=50K
62, Private, Exec-managerial, Male,45, >50K
54, Private, Adm-clerical, Female,40, <=50K
38, Private, Other-service, Female,40, <=50K
52, Private, Prof-specialty, Male,40, >50K
36, Private, Machine-op-inspct, Male,40, <=50K
74, Self-emp-inc, Exec-managerial, Male,30, >50K
35, Self-emp-not-inc, Other-service, Female,15, <=50K
41, Private, Adm-clerical, Male,40, <=50K
30, Private, Tech-support, Female,40, <=50K
25, Private, Machine-op-inspct, Male,48, <=50K
35, Private, Exec-managerial, Male,60, >50K
38, Private, Exec-managerial, Male,50, >50K
34, State-gov, Machine-op-inspct, Male,40, >50K
48, Private, Exec-managerial, Male,50, >50K
50, Self-emp-not-inc, Tech-support, Female,15, <=50K
19, Private, Adm-clerical, Female,40, <=50K
51, Private, Sales, Male,40, <=50K
39, Private, Adm-clerical, Male,40, <=50K
20, Private, Other-service, Female,40, <=50K
17, Private, Handlers-cleaners, Male,16, <=50K
42, Private, Sales, Male,50, >50K
25, Private, Other-service, Female,25, <=50K
36, Private, Adm-clerical, Female,40, <=50K
65, Private, Prof-specialty, Female,40, <=50K
32, Self-emp-not-inc, Machine-op-inspct, Male,70, >50K
33, Self-emp-inc, Prof-specialty, Male,45, <=50K
32, State-gov, Tech-support, Female,20, <=50K
25, Private, Transport-moving, Male,40, <=50K
41, Local-gov, Protective-serv, Female,40, <=50K
44, Private, Craft-repair, Male,40, >50K
72, Private, Other-service, Male,12, <=50K
36, Private, Exec-managerial, Male,52, <=50K
67, Self-emp-not-inc, Farming-fishing, Male,20, <=50K
28, Private, Transport-moving, Male,45, <=50K
24, Private, Handlers-cleaners, Male,40, <=50K
17, Private, Sales, Male,8, <=50K
32, Self-emp-not-inc, Exec-managerial, Female,30, <=50K
67, Private, Other-service, Female,40, <=50K
51, Private, Prof-specialty, Male,40, <=50K
32, Private, Craft-repair, Male,40, <=50K
39, Private, Exec-managerial, Male,40, >50K
18, Self-emp-not-inc, Craft-repair, Female,35, <=50K
50, Self-emp-not-inc, Craft-repair, Male,45, >50K
24, Private, Sales, Female,15, <=50K
21, Local-gov, Adm-clerical, Female,40, <=50K
24, Private, Adm-clerical, Female,16, <=50K
34, Private, Other-service, Male,40, <=50K
49, Self-emp-not-inc, Craft-repair, Male,32, <=50K
50, Private, Machine-op-inspct, Female,40, <=50K
33, Private, Exec-managerial, Female,40, <=50K
18, Private, Adm-clerical, Male,40, <=50K
45, Private, Adm-clerical, Female,55, >50K
20, Private, Sales, Female,35, <=50K
46, Self-emp-inc, Exec-managerial, Male,37, >50K
64, Local-gov, Adm-clerical, Female,40, <=50K
39, Private, Prof-specialty, Male,45, <=50K
35, Private, Craft-repair, Male,70, <=50K
21, Private, Other-service, Male,32, <=50K
29, Private, Tech-support, Male,45, <=50K
38, State-gov, Exec-managerial, Female,30, >50K
45, Private, Other-service, Female,40, <=50K
30, Self-emp-not-inc, Prof-specialty, Male,50, >50K
41, Private, Adm-clerical, Female,40, >50K
37, Private, Craft-repair, Male,40, <=50K
45, Private, Sales, Male,60, >50K
45, Self-emp-inc, Exec-managerial, Male,48, >50K
20, Federal-gov, Adm-clerical, Male,20, <=50K
63, Self-emp-inc, Sales, Female,60, >50K
35, Self-emp-not-inc, Exec-managerial, Male,40, <=50K
24, Private, Prof-specialty, Male,50, <=50K
19, Private, Transport-moving, Male,50, <=50K
23, Private, Other-service, Male,35, <=50K
34, Private, Prof-specialty, Female,45, <=50K
36, Self-emp-not-inc, Transport-moving, Male,50, >50K
46, Private, Handlers-cleaners, Male,5, <=50K
38, Local-gov, Exec-managerial, Male,42, >50K
55, Local-gov, Adm-clerical, Female,40, <=50K
27, Private, Adm-clerical, Male,40, <=50K
48, Private, Craft-repair, Male,45, >50K
35, Private, Other-service, Female,50, <=50K
53, Private, Craft-repair, Male,40, >50K
47, Private, Craft-repair, Male,40, <=50K
50, Private, Craft-repair, Male,22, <=50K
32, Private, Sales, Male,40, <=50K
40, Private, Handlers-cleaners, Male,46, <=50K
41, Private, Sales, Male,50, >50K
47, Federal-gov, Prof-specialty, Male,40, <=50K
21, Private, Sales, Female,25, <=50K
45, Local-gov, Adm-clerical, Male,35, <=50K
33, Private, Other-service, Female,14, <=50K
68, Without-pay, Farming-fishing, Female,25, <=50K
44, Private, Exec-managerial, Male,55, >50K
49, Private, Machine-op-inspct, Male,50, <=50K
45, Private, Prof-specialty, Male,40, >50K
41, Private, Transport-moving, Male,65, >50K
29, Private, Transport-moving, Male,40, <=50K
46, Private, Exec-managerial, Male,60, <=50K
19, Private, Craft-repair, Male,25, <=50K
56, Private, Handlers-cleaners, Male,40, <=50K
55, Self-emp-not-inc, Craft-repair, Male,60, <=50K
29, Private, Craft-repair, Male,50, <=50K
21, Private, Priv-house-serv, Female,25, <=50K
38, Private, Craft-repair, Male,40, <=50K
52, Private, Handlers-cleaners, Male,50, <=50K
22, Private, Other-service, Female,40, <=50K
20, Private, Adm-clerical, Male,60, <=50K
31, Private, Craft-repair, Male,50, <=50K
39, Private, Craft-repair, Male,40, <=50K
55, Private, Tech-support, Female,40, <=50K
35, Private, Sales, Male,40, <=50K
45, Private, Craft-repair, Male,55, >50K
61, Private, Exec-managerial, Male,60, >50K
18, Private, Handlers-cleaners, Male,30, <=50K
51, State-gov, Adm-clerical, Male,40, <=50K
37, Self-emp-not-inc, Machine-op-inspct, Male,40, <=50K
32, Private, Other-service, Female,38, <=50K
48, Private, Craft-repair, Male,45, <=50K
62, Private, Transport-moving, Male,53, <=50K
28, Private, Transport-moving, Male,45, <=50K
19, Private, Handlers-cleaners, Male,45, <=50K
20, Private, Adm-clerical, Female,15, <=50K
41, Private, Farming-fishing, Male,40, <=50K
29, Private, Adm-clerical, Female,40, <=50K
47, Private, Exec-managerial, Male,50, >50K
43, State-gov, Prof-specialty, Male,37, >50K
20, Private, Handlers-cleaners, Male,20, <=50K
29, Private, Exec-managerial, Male,55, >50K
51, Federal-gov, Prof-specialty, Female,40, <=50K
40, Private, Craft-repair, Male,40, >50K
26, Private, Transport-moving, Male,40, <=50K
30, Private, Prof-specialty, Female,40, <=50K
36, Private, Other-service, Female,40, <=50K
68, Local-gov, Protective-serv, Male,20, <=50K
42, Private, Tech-support, Female,40, >50K
41, Private, Handlers-cleaners, Male,40, <=50K
43, Private, Exec-managerial, Male,45, >50K
20, Private, Handlers-cleaners, Male,20, <=50K
43, Private, Tech-support, Male,40, <=50K
53, Private, Sales, Male,60, >50K
45, Private, Prof-specialty, Male,40, >50K
39, Private, Farming-fishing, Male,40, <=50K
31, Local-gov, Prof-specialty, Male,45, <=50K
23, Private, Sales, Male,25, <=50K
38, State-gov, Adm-clerical, Female,40, <=50K
37, Self-emp-not-inc, Transport-moving, Male,45, >50K
18, Private, Machine-op-inspct, Female,40, <=50K
41, Self-emp-not-inc, Exec-managerial, Male,45, <=50K
30, Private, Sales, Female,55, >50K
26, Private, Prof-specialty, Male,30, <=50K
37, Private, Craft-repair, Male,40, <=50K
25, Private, Tech-support, Female,50, <=50K
33, Private, Prof-specialty, Male,40, >50K
37, Private, Exec-managerial, Male,40, >50K
31, Private, Tech-support, Male,40, <=50K
27, Private, Exec-managerial, Male,80, <=50K
35, Private, Sales, Male,40, >50K
28, Self-emp-not-inc, Adm-clerical, Female,30, >50K
59, Private, Adm-clerical, Male,50, <=50K
42, Private, Prof-specialty, Male,40, <=50K
50, Private, Transport-moving, Male,40, >50K
32, Private, Machine-op-inspct, Female,40, <=50K
27, Private, Craft-repair, Male,40, <=50K
43, Private, Machine-op-inspct, Male,40, <=50K
46, Private, Prof-specialty, Male,40, >50K
41, Private, Sales, Male,50, >50K
59, Local-gov, Prof-specialty, Female,60, >50K
20, Private, Sales, Female,30, <=50K
57, Private, Exec-managerial, Male,40, >50K
46, Self-emp-not-inc, Farming-fishing, Male,70, <=50K
45, Private, Machine-op-inspct, Male,40, <=50K
29, Local-gov, Handlers-cleaners, Male,45, <=50K
23, Private, Handlers-cleaners, Male,40, <=50K
46, Private, Transport-moving, Male,48, <=50K
58, Private, Craft-repair, Male,40, >50K
38, Private, Exec-managerial, Female,40, <=50K
29, Private, Sales, Male,50, <=50K
26, Local-gov, Prof-specialty, Female,40, <=50K
42, Private, Adm-clerical, Male,40, >50K
61, Private, Transport-moving, Male,45, >50K
31, Private, Sales, Male,45, >50K
43, Private, Machine-op-inspct, Male,40, <=50K
47, Private, Craft-repair, Male,50, >50K
51, State-gov, Craft-repair, Male,56, >50K
23, Private, Handlers-cleaners, Male,40, <=50K
24, Private, Machine-op-inspct, Female,40, <=50K
25, Private, Adm-clerical, Male,38, <=50K
38, Private, Craft-repair, Male,50, <=50K
48, Private, Handlers-cleaners, Female,16, >50K
33, Private, Craft-repair, Male,30, <=50K
46, Private, Exec-managerial, Male,55, >50K
18, Private, Other-service, Female,40, <=50K
52, Private, Craft-repair, Male,40, <=50K
46, Private, Prof-specialty, Male,45, >50K
28, Private, Prof-specialty, Male,40, <=50K
37, Private, Other-service, Male,30, <=50K
45, Local-gov, Prof-specialty, Male,50, >50K
17, Private, Sales, Female,16, <=50K
56, Private, Prof-specialty, Male,40, >50K
38, Self-emp-inc, Exec-managerial, Male,45, <=50K
81, Private, Transport-moving, Male,10, <=50K
22, Private, Machine-op-inspct, Female,30, <=50K
43, State-gov, Adm-clerical, Female,40, <=50K
31, Private, Adm-clerical, Female,40, <=50K
42, Self-emp-not-inc, Prof-specialty, Male,40, >50K
50, Private, Transport-moving, Male,40, >50K
31, Private, Handlers-cleaners, Male,40, <=50K
35, Private, Exec-managerial, Female,40, <=50K
36, Private, Other-service, Female,35, <=50K
33, Private, Farming-fishing, Male,40, <=50K
36, Private, Prof-specialty, Female,40, <=50K
50, Private, Handlers-cleaners, Male,25, <=50K
55, Private, Prof-specialty, Male,40, >50K
29, Private, Machine-op-inspct, Female,40, <=50K
24, Private, Other-service, Female,30, <=50K
39, Federal-gov, Adm-clerical, Male,40, >50K
34, Private, Sales, Male,40, <=50K
29, Private, Craft-repair, Female,55, <=50K
60, Private, Craft-repair, Male,32, >50K
33, Private, Exec-managerial, Female,50, >50K
58, Private, Handlers-cleaners, Male,40, <=50K
27, Private, Sales, Male,40, <=50K
46, State-gov, Protective-serv, Female,40, <=50K
63, Private, Protective-serv, Male,40, <=50K
38, Self-emp-not-inc, Other-service, Female,40, <=50K
23, Private, Craft-repair, Male,15, <=50K
29, Private, Prof-specialty, Female,40, >50K
31, Private, Prof-specialty, Female,60, >50K
49, Self-emp-inc, Exec-managerial, Male,40, >50K
45, Self-emp-inc, Prof-specialty, Male,60, >50K
42, Private, Transport-moving, Male,40, <=50K
48, Private, Machine-op-inspct, Male,40, <=50K
33, Private, Craft-repair, Male,40, <=50K
24, Private, Adm-clerical, Male,40, <=50K
49, Self-emp-not-inc, Sales, Male,50, <=50K
40, Private, Machine-op-inspct, Male,40, <=50K
57, Private, Prof-specialty, Male,45, <=50K
50, Private, Adm-clerical, Female,40, <=50K
46, Private, Exec-managerial, Male,55, >50K
35, Self-emp-not-inc, Exec-managerial, Male,60, <=50K
19, Private, Other-service, Female,20, <=50K
18, Private, Other-service, Female,28, <=50K
20, Private, Craft-repair, Male,40, <=50K
42, Private, Transport-moving, Male,40, <=50K
46, Private, Machine-op-inspct, Male,40, >50K
40, Federal-gov, Adm-clerical, Female,20, >50K
54, Private, Exec-managerial, Male,45, >50K
28, Private, Craft-repair, Male,45, <=50K
38, Private, Craft-repair, Male,40, >50K
28, Private, Priv-house-serv, Female,40, <=50K
22, Private, Craft-repair, Male,40, <=50K
31, Private, Exec-managerial, Male,50, >50K
27, Private, Craft-repair, Male,40, <=50K
45, Private, Prof-specialty, Male,42, >50K
38, Private, Exec-managerial, Male,40, >50K
67, Self-emp-not-inc, Exec-managerial, Female,4, >50K
75, Private, Protective-serv, Male,16, <=50K
41, Private, Exec-managerial, Female,60, >50K
37, Private, Sales, Male,60, >50K
47, Private, Exec-managerial, Female,50, <=50K
34, Local-gov, Prof-specialty, Male,45, >50K
